title,description,price,area,date,city,location
Vente terrains 2000 m2  ,Détails du produitParcelle a akassato au bord du pave kerekou 2000 m ² avec tf,25000000,2000,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 400 m2  ,Détails du produitNous mettons en vente une parcelle à tori ganmeko. le prix peut être légèrement négociable,1000000,400,2021-02,allada,"Allada, Atlantique, Bénin"
Vente terrains 400  m2  ,Détails du produitParcelle  à sedje cococodji deja recaser cloturer de supercie 400m² sur angle de rue                      ,6500000,400,2021-02,sedje cococodji,"Sédjè, Zè, Atlantique, Bénin"
Vente terrains 500  ,"Détails du produitSituée à gbodjè à 300 mètre du goudron la maison est déjà recasé, elle dispose de l'électricité tous les papiers sont disponible",13000000,500,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350 m2 ,"Détails du produitOpportunité immobiliere 202* 
✓ *type de propriété* : une parcelle de 350 m2
✓ *situation geographique*: glo aglanssa situé à côté des sœurs; zone viabilisé
✓ *titre de  propriété disponible* titre foncier 
✓ *prix de vente* 5.000.000 fr                                ",5000000,350,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 625  m 2 * Abomey,"Détails du produit518p02       parcelle à vendre à ouèdo 


disponible à ouedo dans la zone lotie et recasée en deuxième position du nouveau goudron talon au coeur de la cité talon et un peu en face des logements sociaux en chantier à ouedo; une parcelle de 625m² 
Mise à prix: 6,5 millions négociable légèrement                       ",6500000,625,2021-02,calavi,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 500 ,"Détails du produitParcelles de 500 m2 chacune à kpomassè, à la limite de tori. 
elles sont situées proche du quartier hèkandji, sègbèya et du palais royal de kpomassè",400000,500,2021-02,kpomassè,"Kpomassè, Atlantique, Bénin"
Vente terrains 430  ,"Détails du produit518p01       il est mis en vente une parcelle déjà lotie et recasée d'une superficie de 430m² située à quelques 100m des pavés houéyiho - vodjè - cadjèhoun et non loin du carrefour vodjè.
documents disponibles :
levée topographique
convention de vente
attestation de récasement
prix : 50 millions cfa.",50000000,430,2021-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 30000  ,"Détails du produit403p12:      3 hectares avec tf au bord du goudron déjà clôturé avec des forages, voyages de sable un peu après le péage de ouidah en quittant cotonou à 350.000.000f",350000000,30000,2021-02,ouidah,"Ouidah, Atlantique, Bénin"
Vente terrains 1242  ,Détails du produit403p11:     1242m2 avec tf  à pahou  au bord du goudron à 35.000.000f négociable légèrement,35000000,1242,2021-02,abomey-calavi pahou,"Dépôt de Gravier Eco Trans Benin, RNIE 1, Gbaou, Ahouikôdji, Pahou, Abomey-Calavi, Atlantique, Bénin"
Vente Terrains 3788  ,Détails du produit403p10:    3788m2  avec tf au bord du goudron à godomey et en face de la sbee à 300.000.000f,300000000,3788,2021-02,cotonou godomey,"Centre de Recherche Entomologique de Cotonou, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 4002  ,Détails du produit403p09:    4002m2 en face de l'hôtel du port à 2.500.000.000f à débattre légèrement,2500000000,4002,2021-02,cotonou hotel du port,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 4000  m2,Détails du produit403p08:     4000m2 au bord du goudron sur la voie de l'aéroport à côté du ministère du commerce à 3.500.000.000 fr                     ,3500000000,4000,2021-02,cotonou aéroport,"Base Aérienne de Cotonou, Route des Pêches, Djomèhountin, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 10000 m2 ,Détails du produit403p07:     plus d'un hectare à ganhi avec tf à 12.000.000.000f non négociable,12000000000,10000,2021-02,cotonou ganhi,"CCEI Bank Benin, Rue du Gouverneur Bayol Rue, Ganhi, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Terrains 3502  ,Détails du produit403p06:    3502m2 au bord du goudron à ganhi avec des constructions dessus à 3.500.000.000f,3500000000,3502,2021-02,cotonou ganhi,"CCEI Bank Benin, Rue du Gouverneur Bayol Rue, Ganhi, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 2000  ,Détails du produit406p05      2000m2 non loin de mtn ganhi avec tf au bord du goudron à 2.000.000.000f négociable légèrement,2000000000,2000,2021-02,cotonou ganhi,"CCEI Bank Benin, Rue du Gouverneur Bayol Rue, Ganhi, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 900  ,Détails du produit403p04:     900m2  en angle de rue et au bord du goudron non loin de mtn stein metz stein metz avec tf à 700.000.000f,700000000,900,2021-02,cotonou mtn steinstmetz,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 800  ,Détails du produit403p03:       plus de 800m2 à saint jean clôturé avec tf dans la rue de la flèche à 300m du goudron à 120.000.000f à débattre légèrement,120000000,800,2021-02,cotonou saint jean,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 322 m2 ,"Détails du produit403p02:      322m2 à moins de 500m du goudron !!!
Parcelle description - 322m2 déjà lotie et mutée au nom du vendeur à calavi gbétagbo, avant le carrefour alodo-alomè ?  et à moins de 500m du goudron inter-état._
Nb: zone déjà viabilisée et super super habitée.
Prix : 6.000.000 fcfa légèrement négociable.                                                     ",6000000,322,2021-02,a bomey-calav,"A, Rue 12.300, Fiyégnon-Jacquot, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 763  ,Détails du produit403p01:    ???? il est mis en vente une parcelle clôturée d'une superficie de 763m2 avec tf déjà recasée et lotie bien positionnée au bord de la voie principale rnie2 en face du pavé kerekou à 55 millions,55000000,763,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrain ,"Détails du produitA vendre des parcelles avec TF à togba non loin des logements sociaux
Parcelle avec TF",5000000,400,2021-02,togba,"Ouega, Somè, Togba, Abomey-Calavi, Atlantique, Bénin"
Domaine 1147 m² ,"Détails du produit*Disponible une parcelle de 1147m2 déjà clôture avec titre foncier a calavi mahicondji entre la station ewel qui est au niveau du carrefour itta et la clôture de uac*
*Prix papa noël :85millions*",85000000,1147,2021-02,calavi mahicondji,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain ,"Détails du produitNous disposons plusieurs parcelles à Togbin centre (Togbin daho) déjà recasé sur  avec des superficies entre 325 et 350m2 à partir de 5 millions jusqu'à 10 Millions
(Togbin centre la zone ou il y a l'eau et l'électricité)",6000000,350,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente terrain 352m² ,"Détails du produitDisponible à Togbin à 100m de la route des pêches une parcelle de 325m2
En allant sur la voie de Togbin centre
Prix 15 millions déjà clôturée 

non loin du goudron (proche de fidjrosse)
Codpro: ED DD ct:50",15000000,325,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente terrain 342m² ,"Détails du produitParcelle à vendre en face de vivie internationale et non loin de club des rois. 
Superficie 324m2
Prix 15millions",15000000,324,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente terrain 400m² ,"Détails du produitParcelle de 400m2 à togbin non loin des soeurs avec permis d'habiter. En troisième position du goudron de la route des pêches. 

Superficie 400m2

Prix 15 millions dernier prix",15000000,400,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain ,"Détails du produitParcelle en face de la route des pêches en troisième position et bien située dans une zone inondable 
Superficie 310 m²

Prix 22 000 000
Codpro vx bn tg2",22000000,310,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente parcelle 380 m² ,"Détails du produitDisponible 1ere position de la route des pêches une parcelle très bien positionné et déjà clôturée 
zone: club des rois 
superficie :380m2
prix :35millions 


        codpro: ed dd ct37",35000000,380,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain ,"Détails du produitDisponible en 2ème position de la route des pêches une parcelle très bien positionné 
zone: club des rois 
Superficie 300
Prix :16millions


        Codpro: ED DD ct:38",16000000,300,2021-02,togbin,"Togbin, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain ,"Détails du produit*A vendre une vaste parcelle à Kindonou*


mise en vente une parcelle clôturée à *Kindonou* bien située a un pas du pavé et du marché avec *permis d'habiter*

superficie : *540 m²* 

prix : *40 millions à revoir très légèrement*


*propriétaire vivant*",40000000,540,2021-02,kindonou,"Kindonou, 9ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Parcelle ,"Détails du produitEn deuxième position* des pavés et 30 seconde du grand *carrefour godomey houédonou*.....une parcelle vide reste le devant a clouturee...

documents : *convention, attestation de recasement...*

prix: *23 millions*",23000000,400,2021-02,godomey houédonou,"Pont de Houédonou, Togoudo, Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente terrain ,"Détails du produit*En deuxième position* des pavés et 30 seconde du grand *carrefour Godomey houédonou*.....une parcelle vide reste le devant a clouturee...

Documents : *convention, Attestation de recasement...*

Prix: *23 millions*",23000000,400,2021-02,godomey houédonou,"Pont de Houédonou, Togoudo, Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente terrain ,"Détails du produitA vendre urgent

7 parcelles ensemble avec titre foncier (tf) à 50  mètre du goudron d' azohoue aliho (tori)
prix 1.350.000/ parcelles????????
une vraie aubaine????",1350000,500,2021-02,tori,"Tori-Bossito, Atlantique, Bénin"
Vente Terrain ,"Détails du produitVente expresse
carrelée sise à godomey magasin environ à 30m du carrefour de godomey magasin au bord de la double  voie pavée qui mène à fidjrossè.
prix: 30 millions.",30000000,580,2021-02,godomey magazin,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain 502 m² ,"Détails du produitOpportunité immobilière 201* 
✓ *type de propriété* : parcelle de 507 m2 
✓ *situation geographique*: pahou ( adjarra-adovie), à 2 mn du goudron, situé au bord de la lagune a avec vue panoramique. zone viabilisé
✓ *titre de propriété disponible* convention de vente avec état des lieux + plan
✓ *prix de vente* 3.500.000f",3500000,502,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente Terrain 352 m²  ,"Détails du produit417p08:     Met en vente à calavi djadjo pas très loin du bar ares, 4e position de la grande voie, une parcelle de 352m2, en troisième position de la voie principale, recasée, clôturée.

*titre de propriété : foncier personnel*

prix : 12 millions",12000000,352,2021-02,abomey - calavi djadjo,"Abomey, Zou, Bénin"
Vente terrain 375m2  ,"Détails du produit417p07:    met en vente à parakou, amawignon ouest
, une maison d'une superficie totale 375 m2 déjà lotie. 

prix : 25 millions",25000000,375,2021-02,parakou amawignon,"Boundarou, Kpébié, Parakou, Borgou, Bénin"
Vente Terrains 544 m² ,"Détails du produit417P06:     une parcelle de 544 m2 à calavi zopah babylone, parcelle très accessible. 

Propriété : fiche bleue

Prix : 11 millions à débattre",11000000,544,2021-02,abomey-calavi zopah,"Gandu house Benin, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain 340 m² ,Détails du produit417p04: Met en vente à calavi aledjo non loin de la maison blanche une parcelle lotie de 340m2 sur un angle de rue.,12000000,340,2021-02,abomey - calavi aledjo,"Abomey, Zou, Bénin"
Vente terrains 283 m² ,Détails du produit417p01:    mise en vente à akpakpa avotrou cotonou d'une parcelle de 283m2 et située en deuxième position des pavés . montant 25 millions.,25000000,283,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Terrain 400m² ,Détails du produitZone boulangerie saint daniel de godomey parcelle clôturée et qui donne 400 m2 sur le goudron à 25 millions négociable.,25000000,400,2021-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain 500 m² ,Détails du produitGodomey parcelle en deuxième position du goudron à 22 millions un peu moins de 500 m2,22000000,500,2021-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain ,Détails du produitC'est urgence on pourait debattre le prix légèrement,50000000,500,2021-02,fidjrossè,"Fidjrossé, 12ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente parcelle 500 m² ,"Détails du produit???? A vendre a ouedo ????
03 parcelles ensembles de 500m2 chacune à ouedo à 10min du goudron apres l'église catholique. zone très habitée, les parcelles sont juste à côté du cs/p le pythagore

prix unitaire : 1.800.000 cfa
à l'état des lieux.
la proximité avec le site de l'aéroport de golo-djigbe est un grand atout.
vente urgente, prix réduit",1800000,500,2021-02,ouedo,"Ouèdo, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 331 m2 ,"Détails du produit421p07  :        à womey adjikpe gon non loin du carrefour ,une parcelle de superficie 331 m2 est mise en vente au prix de 5.500.000 ! elle détient une attestation de recasement ! l'eau de soneb est déjà installée au bord de la parcelle !!",5500000,331,2021-02,abomey-calavi womey,"Pont de Womey, Cocotomey, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 324  m2 ,Détails du produit421p05       mise en vente une maison à akpakpa segbeya cotonou angle de rue avec une superficie 324m2 avec boutique. montant 30 million,30000000,324,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
vente terrains 500 m2  Abomey,"Détails du produit420p08     il est mis en vente 10 hectares morcelés en parcelle de 500m² carré à akassato dans la commune d'abomey calavi sur la voie de so-ava à 2,500.000f par parcelle",2500000,500,2021-02,,"Tchaourou, Borgou, Bénin"
Vente terrains 588  ,"Détails du produit420p07          il est mis en vente une parcelle de 588m2 en angle de rue à missebo au bord des pavés avec plusieurs magasins
prix 500 millions",500000000,588,2021-02,cotonou missebo,"Hair cut Benin, Rue Dahomey, Missèbo, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 5665 m2 ,"Détails du produit420p06      il est mis en vente un domaine de 5665m² avec tf    à côté de l'hôpital lagune à missebo au bord des pavés avec plusieurs magasins déjà loué
prix :7 milliards a débattre",7000000000,5665,2021-02,cotonou missebo,"Hair cut Benin, Rue Dahomey, Missèbo, Placodji, 5ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 542  ,"Détails du produit420p05   il est mis en vente une parcelle au bord des pavés a wolloguede non loin de la mairie de cotonou une parcelle de 542m² avec deux bureaux devant. 
tp: convention de vente 
pv d'homologation 
prix :95 millions",95000000,542,2021-02,cotonou wolloguede,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 550  ,"Détails du produit420p04   parcelle à vendre à Aïdjedo
il est mis en vente à aïdjedo non loin du centre de santé 'aïdjedo une parcelle de 550m2 très bien situé 
tp : convention de vente et
permis d'habiter
prix 40millions à débattre",40000000,550,2021-02,cotonou aidjedo,Gozem Bénin
Vente terrains 350m2  ,"Détails du produitParcelles de 350 m2 avec tf à ouedo kpossidja au bord de la voie principale, dans une zone habitée, électricité disponible",3000000,350,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 750  m2 ,"Détails du produit420p02:  750 m2 à gbegamey en angle de rue devant les pavés.
180 millions dernier derniers prix, avec commission *10 millions cash.*",180000000,750,2021-02,cotonou gbegamey,"API Benin, Boulevard Roi Guézo, Gbégamè 3, Gbegamey, 11ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 750 m2 ,"Détails du produit420p01:   750 m2 dans la von de gaza formation gbegamey.
80 millions dernier prix avec commission *5 millions.*",80000000,750,2021-02,cotonou gbegamey,"API Benin, Boulevard Roi Guézo, Gbégamè 3, Gbegamey, 11ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrain 750 m²  ,"Détails du produit506p19     : un particulier met en vente 02 parcelles clôturées à Akpakpa Midombo superficie 750 m²
au bord des paves cote non lagune 
prix 80 millions",80000000,750,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 335  m2 ,"Détails du produit506p18          mobimmo met en vente (2) parcelles située à l'#calavi_tankpe non loin du carrefour. Zone bien habité 
Superficie: 335m²
Socuments disponibles - titre_foncier
Convention_vente 
Prix : 8 millions cfa/ parcelle #négociable.                   ",8000000,335,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrain 350 m²  ,"Détails du produit506p17       disponible, une parcelle lotie et recasée de 350 m² non loin du bar la rosette en allant vers Zoundja à Calavi. prix : 6,5 millions.",6500000,350,2021-02,abomey-calavi zoundja,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 813  m2 ,"Détails du produit506p16           02 parcelles à vendre a fidjrosse zone upib 813m2
Prix: 80 millions                       ",80000000,813,2021-02,cotonou fidjrosse,Consulat de l'Armenie au Bénin
Vente terrains 325 m2 ,"Détails du produit506p15       06 parcelles à vendre a fidjrosse fiegnon 325 m2/parcelle 
P rix unitaire: 15 000 000 fr                  ",15000000,325,2021-02,cotonou fidjrosse,Consulat de l'Armenie au Bénin
Vente parcelle ,Détails du produitParcelle en angle de rue à agla au bord des pavés de la pharmacie les pylônes à vendre à prix cadeau ! la maison abrite quelques appartements en brique et en bambou habités par des locataires.,18000000,350,2021-02,agla,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente parcelle 500m2 ,"Détails du produitVente de parcelles de 500m2 chacune à zè, à 6km du goudron. elles sont situées dans une zone en cours de viabilisation, non loin des habitations, dans la zone de l'église céleste jéhovah lass",300000,500,2021-02,zè,"Zè, Atlantique, Bénin"
Vente terrains 450 m2 ,Détails du produit430p08          une parcelle de 450 m2 juste après l'hôtel babylone à environ 15 m de la voie de kerekou. Prix: 11 millions                 ,11000000,450,2021-02,abomey-calav,None
Vente terrains 500  m2 ,Détails du produit430p02       : une parcelle de 500 mètre carré sis à pahou von en face de chez patou à côté de la maternité à vendre à 2 millions 200 mille.                                    ,2200000,500,2021-02,aomey-calavi,None
Vente terrains 500 m2 ,"Détails du produit430p01      : à vendre à tankpe dans la von en de face de la pharmacie st abel une parcelle recaser 500m2 angle de rue clôturée avec une chambre salon semi sanitaire. propriétaire vivante.
15 millions à débattre légèrement",15000000,500,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 500 m2  ,Détails du produit507p07          zinvie 500m² à proximité du marché: 1.000.000f cfa.,1000000,500,2021-02,abomey-calavi zinvie,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350 m2 ,"Détails du produit506p09      plusieurs parcelles à vendre a fidjrosse cité glele disposant de tf 350 m2 / 400 m2
prix: 15 000 000 fcfa /18 000 000",15000000,350,2021-02,cotonou fidjrosse,Consulat de l'Armenie au Bénin
Vente  Terrains 500  ,Détails du produit507p05     ouidah 500m² 800.000f cfa.,800000,500,2021-02,ouidah,"Ouidah, Atlantique, Bénin"
Vente terrains 315m2  ,Détails du produit508p03        à vendre à calavi tankpè à 100 mètres du carrefour une parcelle de 315 mètres carré avec tf à 6 millions,6000000,315,2021-02,abomey-calavi tankpe,"Ets Cies Benin, Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 367  ,"Détails du produit508p02         parcelle de 367m2 dans la cité houeyiho du côté du commissariat de la police. situé au centre d'une grande voie de 30 donnant accès sur les voies goudronné de houeyiho et vedoko von lapin , 150m environs de part et d'autres. aubaine a ne pas raté.
prix : 17.000.000 fcfa",17000000,367,2021-02,cotonou vedoko,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 815 m2 ,"Détails du produit508p01      il est mis en vente deux parcelles ensemble d'une superficie de 815m2 loties et recasée dans la commune de missereté à 300m du goudron et 100m de la base de matériels de l'entreprise ofmas en allant vers la prison civile de missereté.
Prix : 7 millions                                 ",7000000,815,2021-02,porto-novo miserete,"Djègan-Kpèvi, Porto-Novo, Ouémé, Bénin"
Vente terrains 625  ,Détails du produit512p10       mise en vente à bidosssessi 22millions discutable une parcelle de 625m2 von en face padme,22000000,625,2021-02,abomey-calavi bidossessi,"Abomey-Calavi, Atlantique, Bénin"
Vente Terrains 500  ,Détails du produit512p09         mise en vente à agla une parcelle de dimension 500m2 non loin du carrefour adjovi 18 millions propriétaire vivant,18000000,500,2021-02,cotonou agla,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente Terrains 290  ,Détails du produit512p08          mise en vente à calavi en angle de rue von face l'entre du campus abomey calavi 290m à 12millions,12000000,290,2021-02,abomey-calavi campus,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350  ,Détails du produit512p07         mise en vente à côté du campus von station ewel une parcelle de 350m2à 15millions,15000000,350,2021-02,abomey-calavi campus,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 10000 m2 ,Détails du produit512p04               mise en vente d'un domaine de 2 hectares au bord goudron à ze 20 millions par hectare papier disponible,20000000,10000,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 312 m2 ,"Détails du produit512p03           
Parcelles à vendre
Disponible derrière le stade kouhounou côté zogbohouè une parcelle de terrain nue dotant de son tf. personnel 312m² clôturées . la parcelle est située à 150m des pavés.
Mise à prix: 30 millions négociable                        ",30000000,312,2021-02,cotonou kouhounou,Diamond Light Bénin
Vente terrains 350  m2 ,"Détails du produit512p02      àà vendre
Deux parcelles de 350m² chacune issues du morcellement d'un domaine avec tf à paraná dans les environ de la station oryx abandonnée
Prix: 16. millions / parcelle                     ",16000000,350,2021-02,abomey,"Abomey, Zou, Bénin"
Vente terrains 340  m2 ,Détails du produit515p08         : a vendre une parcelle de superficie 340m2 recaser située à togoudo non loin du bar kilimandjaro à 200m du pavé à 10 millions                        ,10000000,340,2021-02,abomey-calavie,None
Vente terrains 504  ,"Détails du produit515p07         : 
deux parcelles de 500 et 504m2 loties (tous les frais de lotissement déjà payés), parcelle situé au bord de la prochaine voie de 30m quittant le goudron de togba pour les nouveaux logements sociaux de ouedo et passant devant le cimetière de somè._
_- levé topo_
_- certificat de non litige_
_- convention de vente_
_- reçu des frais de lotissement_
à 5.500.000 / parcelle",5500000,504,2021-02,abomey-calavi ouedo rue des anciens logement sociaux,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 500  ,"Détails du produit515p06          :    500m²
 1.500.000f
 agongbé à 1,5km du goudron",1500000,500,2021-02,abomey-calavi agongbe,"Abomey-Calavi, Atlantique, Bénin"
Vente Terrains 500  ,"Détails du produit515p05      
 500m² à 2.500.000f située derrière le marché de glo",2500000,500,2021-02,abomey-calavi glo,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 500  ,"Détails du produit515p03           :    500m² à  1.700.000f  agonmey, en face de libs bière, non loin du goudron   convention de vente",1700000,500,2021-02,abomey-calavi agonmey,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 325  ,"Détails du produit515p01:       325m² à 3.800.000f
agonmey, à 500m de l'industrie libs bière, au bord du goudron  convention de vente plan recasée",3800000,325,2021-02,abomey-calavi agonmey,"Abomey-Calavi, Atlantique, Bénin"
Vente parcelle ,"Détails du produit*A Vendre????????*
*Une parcelle de 630m² soit 30/21m recasée en angle de rue à Calavi zoca non loin de la pharmacie et au bord d'une grande voie.*
Prix : 22.000.000.

*",22000000,630,2021-02,calavi,"Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrain ,Détails du produitDisponible une parcelle construite pour abriter une poissonnerie d'envergure dans la zone de Togoudo a l'angle de rue . Avec un comptoir une caisse dallée. Il ne reste que de poser la chambre froide . Prix 15 millions a débattre légèrement,15000000,350,2021-02,togoudo,"Togoudo, Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente Terrain 500m² ,Détails du produitGodomey parcelle en deuxième position du goudron à 22 millions un peu moins de 500 m2,22000000,500,2021-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 400 m² ,Détails du produitZone boulangerie saint daniel de godomey parcelle clôturée et qui donne 400 m2 sur le goudron à 25 millions négociable.,25000000,400,2021-02,godomey,"Godomey, Abomey-Calavi, Atlantique, Bénin"
Vente Parcelle 500 m² ,Détails du produitAgla pharmacie luli-luli et non loin de l'église catholique une parcelle clôturée un peu moins de 500 m2 à 22 millions,22000000,500,2021-02,agla,"Agla, 13ᵉ Arrondissement, Cotonou, Littoral, Bénin"
Vente parcelle ,Détails du produitDes Parcelles disponible en 1ere position du goudron  a Togbin plage,20000000,500,2021-02,togbin plage,"Togbin Plage, Togbin Daho, Abomey-Calavi, Atlantique, Bénin"
Vente 18 parcelles ,"Détails du produitOffre spéciale
Nous mettons en vente entre *ouedo et  hêvié*, dans la commune d'abomey-calavi, à environ 2km de hevie dossoumou, un ensemble de 18 parcelles de 350m² chacune extrait d'un domaine avec titre foncier. 
Zone dejà habitée avec des constructions. 
Nb: 3 voies d'accès possible
Kpota_ouedo_hevié
Cococodji_hevie
Akassato_ouedo_hévie                                     ",1200000,350,2021-02,hevie,"Hêvié, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 283  ,Détails du produit417p01:    mise en vente à akpakpa avotrou cotonou d'une parcelle de 283m2 et située en deuxième position des pavés . montant 25 millions.,25000000,283,2021-02,cotonou akpakpa,"Label coton bénin sa, RNIE 1, Énagnon, 4ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrains 350 m2 ,Détails du produit416p15:     une parcelle de 350m2 en troisième position de la voie quarante de zogbadjè zone quartier latin est à vendre à un prix de 18 millions,18000000,350,2021-02,abomey-calavi,"Abomey-Calavi, Atlantique, Bénin"
Vente terrains 448  ,Détails du produit416p13:     a vendre une parcelle de superficie 448 m2 avec titre foncier personnel 3 ème position du pavé clôturée avec portail zone gg lapino à 25 million négociable,25000000,448,2021-02,cotonou godomey,"Centre de Recherche Entomologique de Cotonou, RNIE 2, Awhanléko, Zoca, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 300  ,Détails du produit416p08:      parcelle se trouve dans la von de l'église saintes famille de cotonou à 35.000.000f avec tf. la parcelle a une dimension à 300m². c'est aussi une parcelle héritière.,35000000,300,2021-02,cotonou,"Avenue Codje Tovalou Quénum, 7ème Arrondissement, Cotonou, Littoral, Bénin"
Vente terrain 624 m²  ,Détails du produit416p07:      parcelle fait face au marché aïchèdo à 65.000.000f avec tf. la parcelle a une dimension à 624m². c'est une parcelle héritière,65000000,624,2021-02,cotonou aidjedo,Gozem Bénin
Vente terrains 500  ,"Détails du produit416p06:    à vendre à tankpè dans la von de la pharmacie st abel une parcelle recaser 500m2 en angle de rue clôturée avec une chambre salon semi sanitaire. propriétaire vivante.
15 millions à débattre légèrement
papier: recasement, convention de vente,plan",15000000,500,2021-02,abomey-calavi  tankpe,"CIES BENIN, Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 350  m2 ,"Détails du produit416p05:     une parcelle d'une superficie de 350m2 en 1ere position du grande voie sous les pillones.
*titre du propriété* *convention de vente déjà recaser
Prix: *12000.000 fr                           ",12000000,350,2021-02,abomey-calavi maria gleta,"Ets Cies Benin, Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
Vente terrains 500  ,"Détails du produit416p03:    des parcelles de superficie 500m dans l'arrondissement de togba et ses environs à peine 1 kilomètre à 3klm du nouveau goudron de togba marché
*titre du propriété* convention de vente 3500.000",3500000,500,2021-02,abomey-calavi togba,"Ets Cies Benin, Centrale Maria Gleta, Tokan, Tankpè, Togba, Abomey-Calavi, Atlantique, Bénin"
